x,y,z
875.2776773531672,403.54865832652837,26.84418630496771
873.3854695032386,407.30747009992047,26.321306418135986
871.7099039655452,410.7996984107784,25.873015048024307
870.868232857005,413.4254326924068,25.595330782146746
870.7782583995204,416.0887279251663,25.319478378840017
870.935670830057,417.4246014457863,25.18561651793672
871.8900727510218,420.6967705044455,24.85991907005137
873.1541137953745,424.28043689035377,24.555565164844868
873.6560509564003,425.64748856055786,24.44587790292882
875.1913275757585,429.609294927361,24.149182441164406
877.4166211308988,435.3407339714059,23.80822719785745
879.386668929773,440.4127805161278,23.511445737084284
880.8580835900854,444.1388220479965,23.308111017231766
881.8251460401617,446.40658501485797,23.226350568685824
882.9419011790926,449.0794397228486,23.116678988664923
883.655923111263,450.7875298999635,23.046843221489194
884.1507849502433,451.96970033146414,22.99894497037179
885.3456645701616,454.8202302594267,22.884428811358685
887.3536181528517,459.54876408448627,22.70708375037329
889.1147477560673,463.38344483953244,22.63835415949562
890.3441344360348,466.01137662694094,22.609394481805197
891.3581846891286,468.3270945904924,22.57877098735619
892.4645966729571,470.86741170076857,22.545367904272084
893.2104978528341,472.5792125350499,22.522433076842717
893.8596405313988,474.08987017788724,22.500556108097683
895.2054160884281,477.22729933802714,22.453324898923118
896.4281279195286,480.2030775410497,22.396219910610107
897.5925691036892,483.00332002696877,22.340815963256542
899.0535762685726,486.7534355170342,22.250567792237657
900.0432473896562,489.1069383628243,22.167024747734423
901.0311674271968,492.1094012639705,22.078736495308128
901.4979857799653,494.00687294883073,22.021827280242594
902.3860809588042,496.4607045355856,21.900318634173328
903.7506365308087,500.25086206151576,21.708571036738107
904.668209578561,502.9173281071666,21.566188487566198
905.05739401013,504.1648921954722,21.50230881412571
905.1184902936279,504.367929624997,21.49203552371641
905.8180620142998,506.68417225511337,21.366472493381355
907.5353475423924,511.69908077337584,21.057778322176638
908.2336959046681,513.5296569260189,20.937003333143394
908.9925615745242,515.5139048802998,20.820059892314344
909.7371250450351,517.4087075222201,20.71110853580936
910.3794497655334,519.0597532613726,20.628447981540177
911.6763997344148,522.3160724887263,20.48223136925814
912.9235412543197,525.3594582090712,20.376821503320812
913.569567548349,526.8058574048734,20.34119285340439
916.3105069675787,532.2765167857019,20.245573294136694
917.7935402011879,535.1977231537556,20.251349913196947
919.7651161917347,538.5874919021696,20.31564675136761
921.8097174136547,542.6870800539036,20.430282291048727
923.5564088020711,546.6042686031219,20.56275945168034
924.1046420304747,547.8511164063369,20.604345122927864
925.1988547998784,550.284933891494,20.682934057985975
926.2295068820464,552.7303185602528,20.75945375091622
927.3612292913438,555.2853642792866,20.82674476289497
930.0227592219911,561.307831848401,20.902098299329925
932.3473794835986,566.4333116257345,20.877280839394146
933.5155464148556,569.2968639134405,20.802992516636092
934.3519983034612,571.4485371708415,20.734543182168522
935.2111821993669,573.5477778779637,20.668607139078997
936.130678386935,575.7197412066533,20.58691376722418
936.9668874025563,577.1087442773485,20.453379699826122
937.754732560116,578.9117330200393,20.274200117203353
939.2750925409664,582.3655117228332,19.93017683875584
940.3152136099388,584.6323581975457,19.675751916935976
941.6902691618261,587.7115724172139,19.29004125111919
942.180631429068,588.8393743073023,19.141378694081187
943.7266419820882,592.4878250389692,18.641492747053114
945.6572248737654,597.0795992902802,18.01632149836994
946.9382227805844,600.3999920717248,17.594291312986794
948.9042142118712,605.6466857317008,17.067462050386613
950.1699680214915,609.1889245759414,16.7724049046705
950.8841395829414,611.1455176059922,16.6337562795338
952.1232319988374,615.3249671087781,16.319074221471805
952.7667171338567,617.3701968908562,16.208902632293466
953.6140495811331,619.9756905974194,16.07469297788244
954.3636168746791,622.26620994266,15.962298644351588
954.9937269387534,624.1720161649608,15.874561918499095
956.1136013839446,627.2304232754092,15.769615479239356
956.8471394456906,629.0296576586982,15.73411627885306
958.2482526950416,632.1552752916813,15.7102634348352
959.0907832143373,634.065351785456,15.6932448729092
962.3398626660204,641.380104415776,15.63655965982287
965.307381684396,646.6874599009101,15.646228098656978
967.7351912054322,650.9556831240423,15.652761795667569
969.6122354396364,654.061292294618,15.64705898609305
971.6335677226461,657.5463096392383,15.624609191434537
973.3612854329829,660.6029570727554,15.594403823930453
975.1324845587858,664.1470747452397,15.536013817834311
977.0826170709179,668.3290132830224,15.455080493897206
977.99960057011,670.3904231559915,15.421840964830134
979.2389916469552,673.3486656760848,15.379423464390632
980.3018373916267,675.8505761237551,15.34739282752726
981.3958932466044,678.4700727089966,15.326334120349104
982.9642347966526,682.2378198218897,15.336350282060593
983.8790567276998,684.4363133758097,15.340474564541333
984.4263499153737,685.7496341655143,15.342993078532842
985.5820001352289,688.556585027808,15.348480249634425
987.0230295845034,691.6910547665034,15.363271973177218
988.067208915997,693.9051409997621,15.374369536349219
988.8046927574019,695.4402739072383,15.382467620080602
989.9441439543359,697.7984555266305,15.385577753503146
992.7990498973207,703.4378344094766,15.369685922787527
994.063275576526,705.942909213743,15.346227156785297
996.0944215679369,709.6691306331319,15.289241959629006
997.7960697771888,713.2523314011099,15.187032836842189
999.5287472171931,716.6589073023196,15.074779188456011
1000.7708481896916,719.9933770120514,14.994317392853828
1001.3399049942718,721.5428239412831,14.95671339637693
1001.9187781898602,723.1653973066356,14.919070245931621
1002.7146880596238,725.4316448217792,14.86758848265677
1003.5440908839649,728.0068941462234,14.815350698247324
1005.1324168167109,732.645355929825,14.714773952451326
1005.7881195485166,738.1197779867513,14.816283010920396
1006.0853491648948,740.5233914518859,14.87863880385743
1006.5165429283107,744.5422810588211,15.10433826730371
1007.1200679073236,749.3678757753283,15.467916640593977
1007.5353335430544,752.6784795340949,15.720678943473272
1008.0195156467491,756.2132070356774,16.04410617241884
1008.4899661667037,759.6920445866031,16.394033187910715
1009.0409418269404,761.9896645564797,16.784793839060505
1009.3824780962993,763.3207409715601,17.014260611960992
1009.9987803855428,765.7395154863644,17.431272864795076
1011.2183460715285,769.3629492345966,18.10901083116538
1012.5841861076865,773.2195361362377,18.839374128446405
1013.2600395239673,774.967695440567,19.17526045408562
1014.2389575522338,777.447970754408,19.656495242707223
1015.3385953178276,780.217508093442,20.199931349623572
