x,y,z
627.6022730199529,848.962411005465,15.252606984420945
627.6470878117743,847.922739231175,15.294481123561487
627.7178697688524,846.5263134421533,15.33561253836075
627.819617549736,844.8766612312334,15.376112856638661
627.8933612026199,843.6579181942092,15.394002814538435
628.0668618418055,840.779390928551,15.419000136700857
628.1920991383882,838.0947072605163,15.445202643626477
628.0414571318255,835.6761937283063,15.567028640114719
627.9153706134382,832.5202350408983,15.644133540426512
627.5352656806361,831.4710583899309,15.747255252952998
627.2600550433119,830.0440301573275,15.761518857158286
626.2740520245142,826.1840023450566,15.918032883083823
625.7985455602321,824.4271551469749,16.04470054221962
625.1309605028506,822.0544875360717,16.156559941281948
623.6103879837129,816.9110584615036,16.148891657046203
623.3045005691781,815.9442437906224,16.12519142488087
622.7891950071376,814.3737316555896,16.079934104185988
621.8832105086261,811.6911758716196,15.994427969509259
621.2817767542947,809.9959053536024,15.937102628149006
620.5981854090267,808.1655362981137,15.874142150322271
619.7548313353203,806.1351233394674,15.801881667813198
617.3823791698106,801.2532971363705,15.567706394912875
615.667854900902,798.0604859046007,15.375110878118342
613.9250345868035,795.2397502070547,15.336399509327956
612.6263342856495,792.9706381262026,15.390101575415178
611.221002193414,790.8797280717988,15.273608100444811
610.3870154911609,789.697030958184,15.233947187408159
609.5225553637043,788.475637259853,15.176661677528223
608.5794104067904,787.0756737181741,15.129813731150328
607.6079438754465,785.6296361206302,15.157330053865783
606.2969058165564,783.9578738637435,15.148906740373135
605.1621854710996,782.4295681847104,15.09663289036086
603.4168568350738,780.1949848615661,14.908044543308202
601.0378142811587,777.0658135394283,14.768111633424562
599.7303588951356,775.3665076080575,14.637854664620427
598.3259737313786,773.5765880182853,14.520743124341385
597.2135827056707,772.2340518317703,14.539260830252672
593.0756573867565,767.4323903068613,14.745198625239144
590.8165684215043,764.8994251016032,14.86254629577247
589.5081098215841,763.4552852549187,14.926869788303472
588.6813836815107,762.5424419821319,14.96900064513846
587.5210570346933,761.2561965155026,15.021898811909395
585.7907987134146,759.3267330637938,15.114059168770314
583.8508016975578,757.1381957197259,15.033351882970125
581.2910850682474,754.22677385855,14.893520410663987
579.5103120954788,752.1823023365363,14.727159542292616
577.9333486441168,750.3674536555168,14.57973441486486
577.1313799145375,749.444710546536,14.501393951665031
574.9614891990079,746.8874187731028,14.258090446758455
572.4029540739286,743.7297262427113,14.069124175058452
570.8809372219363,741.896555985235,14.016107371680278
569.4494585062236,739.9707168346549,13.946683996242237
568.2404291490769,738.2800858957247,13.933022920179098
566.4784563290807,735.615524120338,13.907360194853322
565.4504285953741,734.0848354708996,13.887563817142421
563.7267493948704,731.2212254919275,13.797089988780636
562.3223762721867,728.8254707409833,13.722874012225038
560.9872504165284,726.2944852139603,13.664842480437011
560.197758005714,724.7936875887665,13.62557486984212
559.3199421799328,722.9431035161663,13.60170274609508
558.2135870238349,720.5323106286332,13.579399199672524
557.379142857602,718.7224891583706,13.56103546614952
556.1143980906933,716.0297532243932,13.560789673491639
555.4898919845613,714.7167629813989,13.56706750450815
553.8257083511525,711.2676040549483,13.63109682410658
552.7019923861716,709.0300101171018,13.809259201280947
551.9224254919586,707.5095803555508,13.882354607726032
550.0838836909066,703.9840011234372,14.149980644518166
549.4552253036095,702.8071055982451,14.245956018859411
548.6524025771902,701.3036244004154,14.358470281694721
547.8647989597899,699.8525641229303,14.47194148800874
546.6061940559816,697.5686647023629,14.638484011828016
544.7379372166985,694.2249661236211,14.848404544766383
543.1844207714985,691.4855329245408,14.993360223891477
