x,y,z,t,minimum distance to cell surface
932.5691139567,693.7049406045,1.6505453631269444,0.0,2.772739544535295
919.3233840186,665.1286764544,0.5510447789228434,0.0,0.575724344426987
856.211242625,503.1265914164,1.7739615961224153,0.0,2.9221785981770783
897.3459179379,630.433149126,1.703872064883819,0.0,1.9272395589310944
842.9142482959,480.3675515851,0.14378885741277442,0.0,1.8230750800308189
843.0306360877,465.8504769827,0.45540495995551483,0.0,4.03197622810144
885.1386384529,575.7765323051,1.988672695097892,0.05288815330384137,3.8061731980565012
951.3436563237,742.2863884634,2.032627111678649,0.05288815330384137,3.0502550302021962
843.1096951651,445.0771769074,1.9367862880461637,0.05288815330384137,2.937735479200287
897.4884727995,573.9338668032,3.616511530621002,0.05288815330384137,2.2569090673825016
902.7841722012,613.4772471702,2.586282466405119,0.05288815330384137,3.1897790172083837
898.6216754009,641.4013391399,5.7871078852736835,0.1586644599115241,3.5253636808346704
858.9610957026,474.3998514548,6.624312660614476,0.1586644599115241,6.0530681016664625
847.6707578317,468.7204346042,6.517677074060881,0.1586644599115241,5.932353794638216
942.8667617356,688.4691416447,5.626453225800719,0.1586644599115241,5.059432009564099
838.7280179508,482.4221425901,6.641800078995309,0.1586644599115241,1.3463022254693695
823.5266094576,451.6356085356,8.146445126054674,0.21155261321536548,3.6016305212382895
887.7087967861,547.132885754,7.828645835481443,0.21155261321536548,5.124287879978612
892.8012958396,622.4227038257,7.882196518771635,0.21155261321536548,6.744803034243691
806.9273833136,430.3149007641,10.072611614403002,0.26444076651920684,3.178607437616204
873.802824477,525.3799008605,9.246865647055156,0.26444076651920684,8.777066141080425
871.1736475378,551.4435929564,9.762744709975292,0.26444076651920684,6.6372490345840705
916.1835734068,634.9332140716,9.585983398660751,0.26444076651920684,8.834055635943088
839.8099869795,493.936374213,10.361842722059574,0.26444076651920684,1.306019918918729
915.8829890475,669.5618500887,10.676880495149163,0.26444076651920684,6.278433038092963
920.2667475032,619.7331146948,9.870020991543646,0.26444076651920684,1.6391204175117822
948.7740568583,688.7529503542,9.613812708138033,0.26444076651920684,1.7927689105363986
861.4173662128,543.9284371539,10.088273968698257,0.26444076651920684,2.99783886416142
874.4172903338,586.8149837292,12.094752025172669,0.3173289198230482,2.339739881782022
973.518613762,749.3213425873,10.945819706151056,0.3173289198230482,3.130932863621473
838.9222056386,463.5293436931,11.965333108083009,0.3173289198230482,11.212414103462937
863.6514624815,486.8233152397,13.167905973488503,0.37021707312688956,8.275028538254215
939.3942385584,738.7901624796,13.769937138043838,0.37021707312688956,3.637275770287805
866.0843432636,502.9677926725,14.017651136463673,0.37021707312688956,12.361262937601875
787.9689267552,390.8208989368,14.28418074314266,0.37021707312688956,6.020386308298773
878.9788504417,564.2449406959,13.46566747696411,0.37021707312688956,12.67440545993743
931.0771013792,639.9874046332,13.206884339623004,0.37021707312688956,0.6570367152889506
955.9748721426,702.170903646,13.212495818731943,0.37021707312688956,4.102496285908423
883.1398617638,599.2961970006,13.708845614504538,0.37021707312688956,6.30562557115057
881.8807555129,606.5364639564,14.743085903800017,0.42310522643073095,4.191833661486113
761.5518301731,372.2288636097,15.765389639638068,0.42310522643073095,3.4823864709955417
847.1598816492,440.1097473826,16.18139220725193,0.42310522643073095,2.8235789771189834
820.9801973025,450.4862755952,15.288591109574945,0.42310522643073095,4.2992436794125375
826.326446364,425.0073075405,16.62030984671148,0.47599337973457234,7.256855496745825
964.2792789113,712.1494503354,17.607741966796272,0.47599337973457234,2.6386048017800374
776.9801097743,375.6768568304,17.37183073034255,0.47599337973457234,5.144134555894962
924.1511550521,653.6953207548,17.631476094023437,0.47599337973457234,9.559886906387963
897.685891646,553.2242603104,17.745128654615137,0.47599337973457234,3.9237676862080315
852.4391229101,507.9989923614,17.680470683175553,0.47599337973457234,8.533300190050191
812.5353960756,438.9137413789,19.299133165683518,0.5288815330384137,6.11162020226165
831.4733627819,479.4372442905,19.243323931634574,0.5288815330384137,3.263768024221189
881.5700592902,523.0018014555,18.81491303303879,0.5288815330384137,7.423610679093735
864.2448089181,464.6951482907,19.21662193049741,0.5288815330384137,2.1251386191779478
899.8554375027,638.4159466966,19.056050232480512,0.5288815330384137,8.572713747357021
810.5354009961,409.9215879098,19.142823310502582,0.5288815330384137,8.339445194923952
837.4950870631,491.6304730611,19.721227688605456,0.5288815330384137,0.6423725455682393
935.3779275849,673.4748619712,20.883069948035995,0.581769686342255,7.78911312722199
835.9542702399,426.4222167971,20.000204787891835,0.581769686342255,3.3409992811097933
893.2429479997,597.786110725,21.72297625228314,0.581769686342255,6.970498990875958
944.1643057345,747.8117838406,21.315897940228556,0.581769686342255,2.147690777626672
861.6387952837,540.6879458497,20.091847217151248,0.581769686342255,5.436494401004375
789.103129485,403.2578091816,20.358274196333642,0.581769686342255,7.741598803508333
798.128523302,408.596311941,20.14508392652206,0.581769686342255,8.520616127204741
896.4078753617,580.0950104223,20.20947307663736,0.581769686342255,8.681949113474037
957.6828757058,752.1846150518,21.352771443976522,0.581769686342255,3.838383243148694
778.0308879539,388.4121714959,23.132183762369166,0.6346578396460965,6.012074189188643
874.865431974,580.7019738128,23.21523879401295,0.6346578396460965,4.937899508317261
758.5990262322,359.3250975271,22.11572018104857,0.6346578396460965,2.536371673567846
874.1383263088,495.9400316288,23.030442021519736,0.6346578396460965,5.541904950183499
915.3351678886,677.5602959744,23.42226212093615,0.6346578396460965,3.9804819756436127
904.5117742549,653.9677975023,24.085784853588535,0.6875459929499378,4.366705295627091
887.8052339889,564.8234036707,24.448081820990467,0.6875459929499378,4.702580279570654
916.0285033468,654.8362887192,26.028115350267708,0.7404341462537791,2.5240948913536942
804.3885226135,425.1538845285,26.149171936750694,0.7404341462537791,2.8674356787647737
778.9508942383,365.092588665,25.659620273625304,0.7404341462537791,2.8574995664993064
792.4677034333,390.6416716116,26.98706081579569,0.7404341462537791,2.075352803956296
864.8669019839,520.4957487194,26.918850710372467,0.7404341462537791,3.3481720372970827
946.6582517717,723.5256515648,25.73692100233645,0.7404341462537791,1.6665639084126684
821.7724445282,458.3189574383,27.393543448884806,0.7933222995576206,1.1556650502852448
767.3944289587,355.9271700252,27.35070073162778,0.7933222995576206,4.901068880652338
845.4458556643,496.8947192717,27.451653749303503,0.7933222995576206,2.33338477246368
819.5620139428,407.6832760275,28.1869357790093,0.7933222995576206,0.99935476585344
960.1783657678,721.9434633948,28.13896495495531,0.7933222995576206,3.4136033121784095
858.0039218772,481.9365629419,0.9475387449521907,1.0,1.8332161711815673
857.4858023977,501.9853529204,1.6965808673488967,1.0,2.1205223737700125
882.6830628845,562.4615966354,1.323708842844155,1.0,3.4513216175859394
899.0955336125,639.0075167922,3.5178442838281128,1.0528881533038414,3.6375053623486355
901.305528004,584.3407974029,3.4005405248218157,1.0528881533038414,1.0139406641216602
942.6860259802,686.9363328472,2.9293338640411846,1.0528881533038414,2.1500363194982564
934.9415644267,692.2452141392,2.406604076762044,1.0528881533038414,1.4351449195600183
948.6527203064,739.1164504103,2.2546082502995297,1.0528881533038414,0.9652117127478628
874.7153017701,536.8271602732,1.8490094647524835,1.0528881533038414,3.8215769758029428
902.351513929,615.428077552,2.2551518235329295,1.0528881533038414,3.0206712452184665
868.8749809005,504.5833590008,4.748620517859498,1.1057763066076827,4.870993149833134
849.3456971417,467.9196642309,5.294505936410805,1.1057763066076827,5.133937262880546
828.9890800211,436.1764127817,3.688343698885489,1.1057763066076827,3.4544180673111495
895.2204383087,625.0390268717,5.72929322119935,1.1586644599115241,5.862764218488292
888.0227884502,605.3173395296,6.39952803671417,1.1586644599115241,6.454698101535062
869.7541894352,549.6074008375,5.701035457477888,1.1586644599115241,3.963802720875826
886.2792276486,615.7752146914,7.099263682488214,1.1586644599115241,3.500616527372575
843.0457482882,477.9550380844,5.775527536649551,1.1586644599115241,5.742973540882416
916.5583684422,634.4898242051,8.57329460965033,1.2115526132153656,7.924953049083096
808.7136648755,427.9937770671,7.320372387200115,1.2115526132153656,2.6700627028468977
799.2956146665,415.2970500908,7.534468745924239,1.2115526132153656,3.4712416434021285
950.1032938677,688.794740058,9.287781309762412,1.2644407665192068,1.6146199875090386
876.4949746139,588.5058635385,10.338917150150161,1.2644407665192068,3.433492173844124
864.3882125563,488.8943881755,10.459301991139824,1.2644407665192068,7.729300810436938
888.5997856766,543.3753735325,9.52197514731487,1.2644407665192068,3.644261227402178
839.2690368256,492.2441201034,10.25941185069836,1.2644407665192068,2.747288119447562
