x,y,z,t,minimum distance to cell surface
402.6842689387,491.3330355215,1.4407620640631353,0.0,3.63041279220043
404.1751041238,514.9314338623,4.569109939377437,0.10577630660768274,2.361980051542206
416.0144749365,481.7042927673,6.508526140324749,0.1586644599115241,3.034070688165554
441.3422407107,613.0245570743,6.051463864521174,0.1586644599115241,5.710768784914813
441.3562427713,543.743403019,7.070243593540958,0.1586644599115241,0.5397931724853814
425.2911315425,551.3769170518,6.86556415161051,0.1586644599115241,6.877232465604057
420.0354142368,530.6342159688,6.800417302869061,0.1586644599115241,5.5341935251302505
397.8882897616,466.6501659142,7.292192382594152,0.21155261321536548,2.1197788585327597
451.6479145107,639.5730206572,8.09968951809139,0.21155261321536548,6.460696192007906
448.4974215402,591.864080545,7.881641907632759,0.21155261321536548,2.3355332702476694
440.6679441942,628.0,9.9565474013014,0.26444076651920684,5.936310739435109
424.4330232582,520.0653805477,10.552463816829576,0.26444076651920684,9.898616242518786
456.190535088,625.720970661,9.978860806113374,0.26444076651920684,4.44841269223665
432.6957031523,527.4040367487,12.073135722028201,0.3173289198230482,5.92832190360083
440.4941625252,569.527750086,12.592556845913881,0.3173289198230482,5.46749796684061
459.3611579498,667.963595115,12.632549556574352,0.3173289198230482,2.9605588205611126
412.9697584775,454.6052391314,13.515156483224438,0.37021707312688956,4.668921388290225
449.236368193,656.5505621857,14.535984947597694,0.42310522643073095,5.118201032354337
405.8347983566,480.8833104662,14.92737738212433,0.42310522643073095,12.029612095030942
414.0753614833,493.9312799049,14.830280443760781,0.42310522643073095,10.90493143452497
438.886086856,627.2325633608,17.563483793476127,0.47599337973457234,8.58766659460325
398.9207472371,455.1952663421,17.82488324807253,0.47599337973457234,10.801432854267217
458.9536551933,617.3976051485,17.68433238679652,0.47599337973457234,2.80338582238683
408.3572621233,467.7559808463,16.75546169722546,0.47599337973457234,11.110645844572971
419.2787982185,564.1773673406,19.517040507701466,0.5288815330384137,7.158815854049025
449.4515163962,670.8366760104,18.785105832992407,0.5288815330384137,2.5840731985759957
444.4980672511,640.7769865262,19.26675187439969,0.5288815330384137,8.316092529196627
